url_a,url_b,cluster_a,cluster_b,similarity_level,shared_topic,shared_sections,unique_information_a,unique_information_b,canonical_a,canonical_b,recommended_action
/marketplace/source-velvet-for-dresses/,/marketplace/source-velvet-for-jackets/,b2b,b2b,moderate_overlap,source velvet for dresses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-velvet-for-dresses/,/marketplace/source-velvet-for-jackets/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-velvet-for-trousers/,/marketplace/source-velvet-for-jackets/,b2b,b2b,moderate_overlap,source velvet for trousers,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-velvet-for-trousers/,/marketplace/source-velvet-for-jackets/,KEEP as supporting note; parent hub owns the head term
/marketplace/lightweight-for-shirts-buying/,/marketplace/lightweight-for-trousers-buying/,buying,buying,moderate_overlap,buy lightweight fabric for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/lightweight-for-shirts-buying/,/marketplace/lightweight-for-trousers-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/heavyweight-for-shirts-buying/,/marketplace/heavyweight-for-trousers-buying/,buying,buying,moderate_overlap,buy heavyweight fabric for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/heavyweight-for-shirts-buying/,/marketplace/heavyweight-for-trousers-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/stretch-for-shirts-buying/,/marketplace/opaque-for-shirts-buying/,buying,buying,moderate_overlap,buy stretch fabric for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/stretch-for-shirts-buying/,/marketplace/opaque-for-shirts-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/soft-for-shirts-buying/,/marketplace/soft-for-trousers-buying/,buying,buying,moderate_overlap,buy soft fabric for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/soft-for-shirts-buying/,/marketplace/soft-for-trousers-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/premium-for-shirts-buying/,/marketplace/structured-for-shirts-buying/,buying,buying,moderate_overlap,buy premium fabric for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/premium-for-shirts-buying/,/marketplace/structured-for-shirts-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/structured-for-shirts-buying/,/marketplace/opaque-for-shirts-buying/,buying,buying,moderate_overlap,buy structured fabric for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/structured-for-shirts-buying/,/marketplace/opaque-for-shirts-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/sheer-for-shirts-buying/,/marketplace/opaque-for-shirts-buying/,buying,buying,moderate_overlap,buy sheer fabric for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/sheer-for-shirts-buying/,/marketplace/opaque-for-shirts-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/lightweight-for-dresses-buying/,/marketplace/lightweight-for-trousers-buying/,buying,buying,moderate_overlap,buy lightweight fabric for dresses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/lightweight-for-dresses-buying/,/marketplace/lightweight-for-trousers-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/heavyweight-for-dresses-buying/,/marketplace/durable-for-dresses-buying/,buying,buying,moderate_overlap,buy heavyweight fabric for dresses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/heavyweight-for-dresses-buying/,/marketplace/durable-for-dresses-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/stretch-for-dresses-buying/,/marketplace/premium-for-dresses-buying/,buying,buying,moderate_overlap,buy stretch fabric for dresses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/stretch-for-dresses-buying/,/marketplace/premium-for-dresses-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/structured-for-dresses-buying/,/marketplace/sheer-for-dresses-buying/,buying,buying,moderate_overlap,buy structured fabric for dresses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/structured-for-dresses-buying/,/marketplace/sheer-for-dresses-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/lightweight-for-trousers-buying/,/marketplace/lightweight-for-jackets-buying/,buying,buying,moderate_overlap,buy lightweight fabric for trousers,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/lightweight-for-trousers-buying/,/marketplace/lightweight-for-jackets-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/heavyweight-for-trousers-buying/,/marketplace/heavyweight-for-jackets-buying/,buying,buying,moderate_overlap,buy heavyweight fabric for trousers,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/heavyweight-for-trousers-buying/,/marketplace/heavyweight-for-jackets-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/stretch-for-trousers-buying/,/marketplace/opaque-for-trousers-buying/,buying,buying,moderate_overlap,buy stretch fabric for trousers,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/stretch-for-trousers-buying/,/marketplace/opaque-for-trousers-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/soft-for-trousers-buying/,/marketplace/performance-for-trousers-buying/,buying,buying,moderate_overlap,buy soft fabric for trousers,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/soft-for-trousers-buying/,/marketplace/performance-for-trousers-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/structured-for-trousers-buying/,/marketplace/sheer-for-trousers-buying/,buying,buying,moderate_overlap,buy structured fabric for trousers,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/structured-for-trousers-buying/,/marketplace/sheer-for-trousers-buying/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-cotton-for-jackets/,/marketplace/source-cotton-for-blazers/,sourcing,sourcing,moderate_overlap,source cotton for jackets,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-cotton-for-jackets/,/marketplace/source-cotton-for-blazers/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-cotton-for-suits/,/marketplace/source-cotton-for-outerwear/,sourcing,sourcing,moderate_overlap,source cotton for suits,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-cotton-for-suits/,/marketplace/source-cotton-for-outerwear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-cotton-for-blazers/,/marketplace/source-cotton-for-blouses/,sourcing,sourcing,moderate_overlap,source cotton for blazers,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-cotton-for-blazers/,/marketplace/source-cotton-for-blouses/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-cotton-for-blouses/,/marketplace/source-polyester-for-blouses/,sourcing,sourcing,moderate_overlap,source cotton for blouses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-cotton-for-blouses/,/marketplace/source-polyester-for-blouses/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-linen-for-dresses/,/marketplace/source-linen-for-knitwear/,sourcing,sourcing,moderate_overlap,source linen for dresses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-linen-for-dresses/,/marketplace/source-linen-for-knitwear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-silk-for-coats/,/marketplace/source-silk-for-outerwear/,sourcing,sourcing,moderate_overlap,source silk for coats,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-silk-for-coats/,/marketplace/source-silk-for-outerwear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-silk-for-uniforms/,/marketplace/source-wool-for-uniforms/,sourcing,sourcing,moderate_overlap,source silk for uniforms,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-silk-for-uniforms/,/marketplace/source-wool-for-uniforms/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-silk-for-activewear/,/marketplace/source-silk-for-loungewear/,sourcing,sourcing,moderate_overlap,source silk for activewear,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-silk-for-activewear/,/marketplace/source-silk-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-silk-for-blouses/,/marketplace/source-silk-for-loungewear/,sourcing,sourcing,moderate_overlap,source silk for blouses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-silk-for-blouses/,/marketplace/source-silk-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-silk-for-loungewear/,/marketplace/source-wool-for-loungewear/,sourcing,sourcing,moderate_overlap,source silk for loungewear,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-silk-for-loungewear/,/marketplace/source-wool-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-wool-for-dresses/,/marketplace/source-wool-for-uniforms/,sourcing,sourcing,moderate_overlap,source wool for dresses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-wool-for-dresses/,/marketplace/source-wool-for-uniforms/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-wool-for-trousers/,/marketplace/source-wool-for-uniforms/,sourcing,sourcing,moderate_overlap,source wool for trousers,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-wool-for-trousers/,/marketplace/source-wool-for-uniforms/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-wool-for-uniforms/,/marketplace/source-wool-for-loungewear/,sourcing,sourcing,moderate_overlap,source wool for uniforms,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-wool-for-uniforms/,/marketplace/source-wool-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-denim-for-shirts/,/marketplace/source-denim-for-uniforms/,sourcing,sourcing,high_overlap,source denim for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-denim-for-shirts/,/marketplace/source-denim-for-uniforms/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-denim-for-dresses/,/marketplace/source-denim-for-uniforms/,sourcing,sourcing,moderate_overlap,source denim for dresses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-denim-for-dresses/,/marketplace/source-denim-for-uniforms/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-denim-for-suits/,/marketplace/source-denim-for-skirts/,sourcing,sourcing,moderate_overlap,source denim for suits,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-denim-for-suits/,/marketplace/source-denim-for-skirts/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-denim-for-blazers/,/marketplace/source-denim-for-uniforms/,sourcing,sourcing,moderate_overlap,source denim for blazers,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-denim-for-blazers/,/marketplace/source-denim-for-uniforms/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-denim-for-uniforms/,/marketplace/source-denim-for-activewear/,sourcing,sourcing,high_overlap,source denim for uniforms,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-denim-for-uniforms/,/marketplace/source-denim-for-activewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-denim-for-activewear/,/marketplace/source-denim-for-blouses/,sourcing,sourcing,moderate_overlap,source denim for activewear,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-denim-for-activewear/,/marketplace/source-denim-for-blouses/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-denim-for-workwear/,/marketplace/source-denim-for-skirts/,sourcing,sourcing,moderate_overlap,source denim for workwear,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-denim-for-workwear/,/marketplace/source-denim-for-skirts/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-denim-for-blouses/,/marketplace/source-polyester-for-blouses/,sourcing,sourcing,moderate_overlap,source denim for blouses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-denim-for-blouses/,/marketplace/source-polyester-for-blouses/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-polyester-for-shirts/,/marketplace/source-polyester-for-uniforms/,sourcing,sourcing,moderate_overlap,source polyester for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-polyester-for-shirts/,/marketplace/source-polyester-for-uniforms/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-polyester-for-coats/,/marketplace/source-polyester-for-workwear/,sourcing,sourcing,moderate_overlap,source polyester for coats,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-polyester-for-coats/,/marketplace/source-polyester-for-workwear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-polyester-for-uniforms/,/marketplace/source-polyester-for-blouses/,sourcing,sourcing,high_overlap,source polyester for uniforms,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-polyester-for-uniforms/,/marketplace/source-polyester-for-blouses/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-polyester-for-activewear/,/marketplace/source-polyester-for-blouses/,sourcing,sourcing,moderate_overlap,source polyester for activewear,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-polyester-for-activewear/,/marketplace/source-polyester-for-blouses/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-viscose-for-shirts/,/marketplace/source-viscose-for-jackets/,sourcing,sourcing,moderate_overlap,source viscose for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-viscose-for-shirts/,/marketplace/source-viscose-for-jackets/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-viscose-for-dresses/,/marketplace/source-viscose-for-jackets/,sourcing,sourcing,moderate_overlap,source viscose for dresses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-viscose-for-dresses/,/marketplace/source-viscose-for-jackets/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-cotton-marketplace-notes/,/marketplace/woven-chiffon-marketplace-notes/,materials,materials,moderate_overlap,woven cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-cotton-marketplace-notes/,/marketplace/woven-chiffon-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-cotton-marketplace-notes/,/marketplace/knit-chiffon-marketplace-notes/,materials,materials,moderate_overlap,knit cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-cotton-marketplace-notes/,/marketplace/knit-chiffon-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-linen-marketplace-notes/,/marketplace/woven-chiffon-marketplace-notes/,materials,materials,moderate_overlap,woven linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-linen-marketplace-notes/,/marketplace/woven-chiffon-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-linen-marketplace-notes/,/marketplace/knit-chiffon-marketplace-notes/,materials,materials,moderate_overlap,knit linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-linen-marketplace-notes/,/marketplace/knit-chiffon-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-silk-marketplace-notes/,/marketplace/woven-wool-marketplace-notes/,materials,materials,moderate_overlap,woven silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-silk-marketplace-notes/,/marketplace/woven-wool-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-silk-marketplace-notes/,/marketplace/knit-wool-marketplace-notes/,materials,materials,moderate_overlap,knit silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-silk-marketplace-notes/,/marketplace/knit-wool-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-wool-marketplace-notes/,/marketplace/knit-wool-marketplace-notes/,materials,materials,moderate_overlap,woven wool marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-wool-marketplace-notes/,/marketplace/knit-wool-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-wool-marketplace-notes/,/marketplace/knit-twill-marketplace-notes/,materials,materials,moderate_overlap,knit wool marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-wool-marketplace-notes/,/marketplace/knit-twill-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-denim-marketplace-notes/,/marketplace/woven-chiffon-marketplace-notes/,materials,materials,moderate_overlap,woven denim marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-denim-marketplace-notes/,/marketplace/woven-chiffon-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-denim-marketplace-notes/,/marketplace/knit-french-terry-marketplace-notes/,materials,materials,moderate_overlap,knit denim marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-denim-marketplace-notes/,/marketplace/knit-french-terry-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-polyester-marketplace-notes/,/marketplace/woven-chiffon-marketplace-notes/,materials,materials,moderate_overlap,woven polyester marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-polyester-marketplace-notes/,/marketplace/woven-chiffon-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-polyester-marketplace-notes/,/marketplace/knit-chiffon-marketplace-notes/,materials,materials,moderate_overlap,knit polyester marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-polyester-marketplace-notes/,/marketplace/knit-chiffon-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-viscose-marketplace-notes/,/marketplace/woven-lyocell-marketplace-notes/,materials,materials,high_overlap,woven viscose marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-viscose-marketplace-notes/,/marketplace/woven-lyocell-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-viscose-marketplace-notes/,/marketplace/knit-rayon-marketplace-notes/,materials,materials,high_overlap,knit viscose marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-viscose-marketplace-notes/,/marketplace/knit-rayon-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-rayon-marketplace-notes/,/marketplace/woven-lyocell-marketplace-notes/,materials,materials,high_overlap,woven rayon marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-rayon-marketplace-notes/,/marketplace/woven-lyocell-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-rayon-marketplace-notes/,/marketplace/knit-chiffon-marketplace-notes/,materials,materials,high_overlap,knit rayon marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-rayon-marketplace-notes/,/marketplace/knit-chiffon-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-jersey-marketplace-notes/,/marketplace/woven-chiffon-marketplace-notes/,materials,materials,moderate_overlap,woven jersey marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-jersey-marketplace-notes/,/marketplace/woven-chiffon-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-jersey-marketplace-notes/,/marketplace/knit-twill-marketplace-notes/,materials,materials,moderate_overlap,knit jersey marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-jersey-marketplace-notes/,/marketplace/knit-twill-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-velvet-marketplace-notes/,/marketplace/woven-chiffon-marketplace-notes/,materials,materials,moderate_overlap,woven velvet marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-velvet-marketplace-notes/,/marketplace/woven-chiffon-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-velvet-marketplace-notes/,/marketplace/knit-chiffon-marketplace-notes/,materials,materials,moderate_overlap,knit velvet marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-velvet-marketplace-notes/,/marketplace/knit-chiffon-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-chiffon-marketplace-notes/,/marketplace/knit-chiffon-marketplace-notes/,materials,materials,high_overlap,woven chiffon marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-chiffon-marketplace-notes/,/marketplace/knit-chiffon-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-chiffon-marketplace-notes/,/marketplace/knit-french-terry-marketplace-notes/,materials,materials,high_overlap,knit chiffon marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-chiffon-marketplace-notes/,/marketplace/knit-french-terry-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-georgette-marketplace-notes/,/marketplace/woven-french-terry-marketplace-notes/,materials,materials,high_overlap,woven georgette marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-georgette-marketplace-notes/,/marketplace/woven-french-terry-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-georgette-marketplace-notes/,/marketplace/knit-french-terry-marketplace-notes/,materials,materials,high_overlap,knit georgette marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-georgette-marketplace-notes/,/marketplace/knit-french-terry-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-poplin-marketplace-notes/,/marketplace/knit-poplin-marketplace-notes/,materials,materials,moderate_overlap,woven poplin marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-poplin-marketplace-notes/,/marketplace/knit-poplin-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-poplin-marketplace-notes/,/marketplace/knit-twill-marketplace-notes/,materials,materials,moderate_overlap,knit poplin marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-poplin-marketplace-notes/,/marketplace/knit-twill-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-satin-marketplace-notes/,/marketplace/woven-twill-marketplace-notes/,materials,materials,high_overlap,woven satin marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-satin-marketplace-notes/,/marketplace/woven-twill-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-satin-marketplace-notes/,/marketplace/knit-twill-marketplace-notes/,materials,materials,moderate_overlap,knit satin marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-satin-marketplace-notes/,/marketplace/knit-twill-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-crepe-marketplace-notes/,/marketplace/woven-canvas-marketplace-notes/,materials,materials,moderate_overlap,woven crepe marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-crepe-marketplace-notes/,/marketplace/woven-canvas-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-crepe-marketplace-notes/,/marketplace/knit-french-terry-marketplace-notes/,materials,materials,moderate_overlap,knit crepe marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-crepe-marketplace-notes/,/marketplace/knit-french-terry-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-canvas-marketplace-notes/,/marketplace/woven-twill-marketplace-notes/,materials,materials,moderate_overlap,woven canvas marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-canvas-marketplace-notes/,/marketplace/woven-twill-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-canvas-marketplace-notes/,/marketplace/knit-french-terry-marketplace-notes/,materials,materials,moderate_overlap,knit canvas marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-canvas-marketplace-notes/,/marketplace/knit-french-terry-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-oxford-marketplace-notes/,/marketplace/knit-oxford-marketplace-notes/,materials,materials,moderate_overlap,woven oxford marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-oxford-marketplace-notes/,/marketplace/knit-oxford-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-oxford-marketplace-notes/,/marketplace/knit-twill-marketplace-notes/,materials,materials,moderate_overlap,knit oxford marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-oxford-marketplace-notes/,/marketplace/knit-twill-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-twill-marketplace-notes/,/marketplace/woven-french-terry-marketplace-notes/,materials,materials,moderate_overlap,woven twill marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-twill-marketplace-notes/,/marketplace/woven-french-terry-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-twill-marketplace-notes/,/marketplace/knit-french-terry-marketplace-notes/,materials,materials,moderate_overlap,knit twill marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-twill-marketplace-notes/,/marketplace/knit-french-terry-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/woven-french-terry-marketplace-notes/,/marketplace/woven-lyocell-marketplace-notes/,materials,materials,moderate_overlap,woven french terry marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/woven-french-terry-marketplace-notes/,/marketplace/woven-lyocell-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/knit-french-terry-marketplace-notes/,/marketplace/woven-lyocell-marketplace-notes/,materials,materials,moderate_overlap,knit french terry marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/knit-french-terry-marketplace-notes/,/marketplace/woven-lyocell-marketplace-notes/,KEEP as supporting note; parent hub owns the head term
/marketplace/cotton-versus-linen-marketplace/,/marketplace/cotton-versus-poplin-marketplace/,comparisons,comparisons,moderate_overlap,cotton versus linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/cotton-versus-linen-marketplace/,/marketplace/cotton-versus-poplin-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/cotton-versus-viscose-marketplace/,/marketplace/cotton-versus-jersey-marketplace/,comparisons,comparisons,moderate_overlap,cotton versus viscose marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/cotton-versus-viscose-marketplace/,/marketplace/cotton-versus-jersey-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/cotton-versus-poplin-marketplace/,/marketplace/cotton-versus-twill-marketplace/,comparisons,comparisons,moderate_overlap,cotton versus poplin marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/cotton-versus-poplin-marketplace/,/marketplace/cotton-versus-twill-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/cotton-versus-denim-marketplace/,/marketplace/cotton-versus-twill-marketplace/,comparisons,comparisons,moderate_overlap,cotton versus denim marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/cotton-versus-denim-marketplace/,/marketplace/cotton-versus-twill-marketplace/,KEEP as supporting note; parent hub owns the head term
